id,name,current_url,proposed_url,verdict,evidence
825,Solocal,https://www.solocal.com/investisseurs-et-actionnaires,https://www.solocal.com/en/finance,found-tentative,"Search confirmed 2026 dates: H1 2026 results Jul 29 2026 (post-market); Q3 2026 revenue Oct 21 2026. IR page 403s to WebFetch (bot block) but is the official IR landing."
2285,Southwestern Energy,https://investors.expandenergy.com/events-presentations,https://investors.expandenergy.com/events-presentations,found,"Search confirmed events at this URL: Q1 2026 earnings Apr 29 2026; Annual Meeting Jun 4 2026; Q2 2026 earnings Jul 29 2026. Company rebranded Southwestern -> Expand Energy."
62738,SpaceX,https://ir.spacex.com/investors/default.aspx,https://ir.spacex.com/events/default.aspx,found-tentative,"SpaceX IPO'd Jun 2026; Q2 2026 results reported Aug 4 2026. Events page exists but list is JS-rendered so calendar entries not visible in static HTML."
2607,Spirit AeroSystems,https://www.spiritaero.com/,https://investor.spiritaero.com/events-and-presentations/event-calendar/,found-tentative,"Official IR event-calendar page exists (search-confirmed); fetch timed out. Company still public despite Boeing acquisition process."
2591,Spirit Airlines,https://ir.spirit.com/events-and-presentations/default.aspx,,dead,"Spirit Airlines ceased operations May 2 2026 after second Chapter 11 (Aug 2025). ir.spirit.com/events-and-presentations 302 redirects to spiritrestructuring.com (Cloudflare 522). No forward calendar."
1191,Stada,https://www.stada.com/investor-relations/financial-publications/financial-reports,https://www.stada.com/investor-relations/events/financial-calendar.html,found-tentative,"Dedicated financial-calendar URL exists (search-confirmed) but returns 403 to WebFetch bot. Stada is PE-owned (Bain/Cinven) but still publishes bondholder calendar."
62833,State Bank Of India,https://onlinesbi.sbi.bank.in/,https://sbi.bank.in/web/investor-relations/investor-relations,found-tentative,"IR page includes a 'Quarterly Calendar' section; current PDF fetched is 'Fin.Calendar - Apr 25 to Jun 25.pdf'. Calendar published quarterly as PDF."
2404,Summit Midstream Partners,https://summitmidstreampartnerslp.gcs-web.com/events-presentations,https://summitmidstreampartnerslp.gcs-web.com/events-presentations,found-tentative,"Search confirmed 2026 events: Q1 earnings May 12 2026; EI CEO & Investor Conf May 18-20; RBC Energy Conf Jun 2-3; BofA Energy Credit Conf Jun 3-4. Page timed out on WebFetch."
1351,Sunrise Medical,https://www.sunrisemedical.eu/,,no-calendar-page,"PE-owned; Platinum Equity acquired 2024. Search shows no public IR site or financial calendar for the group."
771,Synlab,https://www.synlab-notes.com/investor-website-of-synlab,,no-calendar-page,"Cinven took Synlab private in 2024 via public-to-private. No public financial calendar; synlab-notes.com is bondholder portal only."
1870,TK Elevator,https://investors.tkelevator.com/financial-calendar,,no-calendar-page,"PE-owned (Advent/Cinven). investors.tkelevator.com bondholder area returns 401 Unauthorized (login-gated); no public calendar."
2890,TUI Cruises,https://investor.tuicruises.com/portal,,no-calendar-page,"Portal explicitly restricted access: 'Only those who meet the conditions of the registration form may register for the investor portal.' JV between TUI AG and RCL; no public calendar."
903,Takko,https://company.takko.com/de-de/newsroom/pressemitteilungen.html?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=1&cHash=e127b45cc8f1023e21ddcb05d361796a,,no-calendar-page,"PE-owned distressed retailer (multiple restructurings). No public IR pages found; company.takko.com/en/investors.html 404s."
991,TalkTalk,https://www.talktalkgroup.com/newsroom/bond-holders-private-page,,no-calendar-page,"Distressed / restructured; bondholder page is private/login-gated. Public investors page has only IR contact email; no calendar visible."
906,TeamSystem,https://www.teamsystem.com/en/investors/,,no-calendar-page,"PE-owned (Hellman & Friedman). Public investors page has no financial calendar section per fetch."
907,Techem,https://www.techem.com/investor-relations/en/home/financial-calendar#accordion-22901947-item-a1f057fa41,,no-calendar-page,"PE-owned (TPG acquired 2024). Financial-calendar URL returns 401 Unauthorized — bondholder area is credential-gated."
63092,Tecpetrol,https://www.tecpetrol.com/en/investors,,no-calendar-page,"Argentine private (Techint group). IR page has historical filings back to 2018 but no forward-looking calendar."
2587,Tegna,https://investors.tegna.com/,https://investors.tegna.com/investor-events,found-tentative,"Public US broadcaster. investors.tegna.com and investor-events pages timeout on WebFetch but URLs exist; company reports quarterly."
63125,Temasek,https://www.temasek.com.sg/en/news-and-resources/news-room,,no-calendar-page,"Singaporean sovereign wealth fund. Publishes Temasek Review annually but no periodic financial calendar; IR pages return 403."
2582,Tempur Sealy,https://www.tempursealy.com/,https://investor.somnigroup.com/,found-tentative,"Tempur Sealy merged with Mattress Firm 2025 to form Somnigroup International (SGI). IR page exists at investor.somnigroup.com; events list JS-rendered."
63135,Tencent,https://www.tencent.com.cn/en-us/investors.html#investors-con-3,https://www.tencent.com/en-us/investors.html,found-tentative,"Public HK-listed. Search confirmed Q2 2026 Results Aug 12 2026 8:00 PM NY time. Calendar link 'Investor kit & calendar' exists but direct financial-calendar.html 404s."
910,Tereos,https://tereos.com/en/group/finance/financial-information/,,no-calendar-page,"French sugar cooperative; publishes historical annual/half-year documents but no forward financial calendar per fetch."
912,Thames Water (Kemble) Finance,https://www.thameswater.co.uk/about-us/investors,,no-calendar-page,"Distressed UK utility in special measures. Investors page has no dedicated calendar; only debt investor email contact and results overview."
59327,The Hong Kong Mortgage,https://www.hkmc.com.hk/eng/information_centre/annual_reports.html,,no-calendar-page,"HK statutory body. IR sections cover Credit Ratings/Funding/Sustainable Finance but no financial calendar listed."
63192,Thermo Fisher,https://ir.thermofisher.com/investors/overview/default.aspx,https://ir.thermofisher.com/investors/events-and-presentations/default.aspx,found-tentative,"Public S&P 500. Events & Presentations page exists but 'Upcoming Events' block is JS-loaded (not visible in static fetch). Company reports quarterly."
63283,Totalenergies,https://totalenergies.com/news/calendar,https://totalenergies.com/news/calendar,found,"Verified: 2026 Investor Day Sep 28; Q3 Results Oct 29; Q4/FY Feb 10 2027; Sustainability Workshop Mar 25 2027; Q1 2027 Apr 23; AGM May 21; Q2/H1 Jul 23; plus 2027 Investor Day and Q3."
2456,TreeHouse Foods,https://www.treehousefoods.com/investors/events-and-presentations/default.aspx,https://www.treehousefoods.com/investors/events-and-presentations/default.aspx,found-tentative,"Public. Fetch of overview page timed out; events URL 404 on direct hit but base investors path exists. Company reports quarterly."
2397,USA Compression Partners,https://investors.usacompression.com/events-and-presentations/default.aspx,https://investors.usacompression.com/events-and-presentations/default.aspx,found-tentative,"Public MLP. Page structure has Upcoming & Recent Events section but currently empty in static HTML (JS-rendered). Company publishes quarterly earnings."
