id,name,current_url,proposed_url,verdict,evidence
1676,HSE24,https://www.hse.de/,https://www.hse.de/,no-calendar-page,"Providence Equity Partners-owned private company; no public IR/financial calendar page"
59997,Hana Bank,https://www.kebhana.com/easyone_index_en.html#,https://www.hanafn.com/en/ir/info/presentationsList.do,found,"Hana Financial Group IR events: April 24, 2026 - Live Video Web Conference Call for 1Q results; July 24, 2026 for 2Q results"
59171,Hanwha,https://www.hanwha.com/newsroom/news/all.do,https://m.hanwhacorp.co.kr/eng/hanwha/investment/performance_report.do,found-tentative,"Hanwha Corporation IR performance reports page; no dedicated calendar section visible"
2565,Hillenbrand,https://hillenbrand.com/investors/,https://hillenbrand.com/investors/,no-calendar-page,"IR sub-pages all 404 or redirect to home; Hillenbrand went private (Lone Star acquisition mid-2025) and IR site was wound down"
59356,Housing and Development Board,https://www.hdb.gov.sg/homepage,https://www.hdb.gov.sg/homepage,no-calendar-page,"Singapore government housing authority; not a traditional issuer with financial calendar"
59403,Huatai Securities,https://www.htsc.com.cn/htzq/investor/en/presentations.jsp,https://www.htsc.com/en/ir/earnings-releases,found-tentative,"Huatai Securities IR earnings releases page exists at htsc.com/en/ir; no dedicated calendar section identified"
727,Hurtigruten,https://www.hurtigruten.com/en/about-us/investors,https://www.hurtigruten.com/group/investors/,no-calendar-page,"IR page shows annual reports 2017-2025 but no financial calendar with future dates"
59460,Hyundai Capital Services,https://about.hyundaicapital.com/au/shrold/IRAUSD0101.hc,https://about.hyundaicapital.com/au/shrold/IRAUSD0101.hc,no-calendar-page,"Bond-only issuer IR page; fetches timed out repeatedly; no calendar section confirmed"
3693,ICU Medical,https://ir.icumed.com/event-calendar,https://ir.icumed.com/event-calendar,fetch-error,"ir.icumed.com/event-calendar URL likely correct but WebFetch timed out on all attempts; retain existing URL"
59523,IHS Towers,https://www.ihstowers.com/support-and-info/media/press-releases,https://www.ihstowers.com/support-and-info/media/press-releases,fetch-error,"investors.ihstowers.com DNS unresolved; ihstowers.com subpaths bot-blocked (Challenge Validation)"
2592,IMA,https://ima.it/en/,https://ima.it/en/,no-calendar-page,"IMA Group is BC Partners-owned private company; no public IR calendar"
1746,INEOS Enterprises,https://www.ineos.com/businesses/ineos-enterprises/,https://www.ineos.com/businesses/ineos-enterprises/,no-calendar-page,"Private INEOS subsidiary; no dedicated public IR calendar page"
59477,Iberdrola,https://www.iberdrola.com/shareholders-investors/shareholders/shareholders-investors-calendar,https://www.iberdrola.com/shareholders-investors/shareholders/shareholders-investors-calendar,found-tentative,"URL is Iberdrola's official IR calendar page but returns HTTP 403 to bot fetch; URL structure valid per company sitemap"
730,Iceland,https://investors.iceland.co.uk/auth/login,https://investors.iceland.co.uk/auth/login,no-calendar-page,"Iceland Foods bondholder site is login-gated; alternative about.iceland.co.uk/investor-relations returns 404"
59546,Imperial Brands,https://www.imperialbrandsplc.com/investor-hub/financial-calendar,https://www.imperialbrandsplc.com/investor-hub/financial-calendar,found-tentative,"URL structure matches Imperial Brands documented financial calendar location but Cloudflare bot challenge blocks fetch; retain URL as canonical"
