id,name,current_url,proposed_url,verdict,evidence
60088,Kookmin Bank,https://omoney.kbstar.com/quics?page=C021227,https://www.kbfg.com/eng/ir/investor/list.jsp,found-tentative,"KB Financial Group IR portal exists (earnings releases, SEC filings, factbooks); no dedicated financial-calendar page found"
60093,Korea Development Bank,https://www.kdb.co.kr/CHGLIR05N00.act?_mnuId=IHIHEN0028&JEX_LANG=EN,https://www.kdb.co.kr/CHGLIR05N00.act?_mnuId=IHIHEN0028&JEX_LANG=EN,no-calendar-page,"KDB IR page lists historical investor presentations (Jul 2025, Dec 2024, Dec 2025) but no forward calendar; state issuer"
60099,Korea Expressway,http://www.ex.co.kr/eng/,http://www.ex.co.kr/eng/,no-calendar-page,"State-owned Korean SOE; English IR pages exist but no forward financial calendar in Western format"
60102,Korea Gas,https://www.kogas.or.kr/site/eng/main,https://www.kogas.or.kr/site/eng/1050104010000,no-calendar-page,"KOGAS English IR section publishes consolidated financial statements but no forward event calendar"
60105,Korea Housing Finance Corporation,https://www.hf.go.kr/en/sub06/sub06_08.do,https://www.hf.go.kr/en/sub06/sub06_06_01.do,no-calendar-page,"KHFC IR/ESG pages publish integrated reports and MBS materials; no forward events calendar"
60106,Korea Hydro & Nuclear Power,https://www.khnp.co.kr/eng/contents.do?key=459,https://www.khnp.co.kr/eng/contents.do?key=459,no-calendar-page,"Confirmed: KHNP IR area shows shareholder/capital info and company reports but no forward financial calendar"
60108,Korea Land & Housing Corp,https://www.lh.or.kr/menu.es?mid=a20301010000,https://www.lh.or.kr/menu.es?mid=a20301010000,no-calendar-page,"State-owned Korean SOE; site publishes bond issuance disclosures but no Western-style financial calendar"
60113,Korea National Oil,https://www.knoc.co.kr/ENG/sub04/sub04_3_1.jsp,https://www.knoc.co.kr/ENG/sub04/sub04_3_1.jsp,no-calendar-page,"State-owned Korean SOE (KNOC); IR page publishes annual reports and financial statements only; no forward calendar"
60114,Korea Ocean Business Corp,https://www.kobc.or.kr/ebz/eng/main.do,https://www.kobc.or.kr/ebz/eng/main.do,no-calendar-page,"State-owned Korean SOE; English site publishes annual/sustainability reports; no forward events calendar"
68223,Kuaishou Technology,https://ir.kuaishou.com/zh-hans,https://ir.kuaishou.com/en,found-tentative,"HKEX-listed; ir.kuaishou.com IR portal exists with financial calendar section but pages timed out in verification"
