id,name,current_url,proposed_url,verdict,evidence
58194,Empresa Brasileira de Aeronautica S.A. (Embraer),https://ri.embraer.com.br/en/?_gl=1%2A1j04tau%2A_gcl_au%2AMTI1MTc4OTc3Ni4xNzUyODM3Nzgz,https://ri.embraer.com.br/en/events-e-news/events-calendar/,found-tentative,"Events Calendar page with Future events / Past Events structure; search cites May 13 2026 investor presentation and Feb 2 2026 quarterly results"
58240,Empresas Publicas de Medellin,https://www.epm.com.co/investors/financial-reporting/quaterly-results-presentations/,https://www.epm.com.co/investors/,no-calendar-page,"IR site provides quarterly results conference calls but no dedicated calendar page; bond issuer, not equity-listed"
2963,Energean,https://www.energean.com/investors/calendar/,https://www.energean.com/investors/calendar/,found,"Calendar page lists H1 2026 Results scheduled for 9 September 2026 (fetch 403 but search confirms live content)"
1204,Energo-Pro,https://www.energo-pro.com/en/for-investors,https://www.energo-pro.com/en/for-investors,no-calendar-page,"Investor section shows historical results (1H 2024, 1H 2025, 9M 2025) but no forward calendar; portal requires login"
58269,Energuate Trust,https://energuate-ir.com/financials/quarterly-results/default.aspx,https://energuate-ir.com/,no-calendar-page,"IR site has Quarterly Results, Annual Reports, Bond Offering Memorandum, Investor Contacts only; no scheduled events section"
58277,Energy Transfer,https://ir.energytransfer.com/news-releases/news-release-details/energy-transfer-announces-fourth-quarter-and-full-year-2025,https://ir.energytransfer.com/events,found-tentative,"Q3 2025 earnings call event page exists at /events/event-details/energy-transfer-q3-2025-earnings-conference-call/; main /events index likely lists upcoming"
58282,Enfragen,https://enfragen.com/login/,https://enfragen.com/,no-calendar-page,"PE-owned (Partners Group + Glenfarne); public site has no IR calendar, investor portal is login-gated"
58298,Enterprise Products,https://ir.enterpriseproducts.com/presentations,https://ir.enterpriseproducts.com/investor-events,found-tentative,"Company participates in Citi Nat Resources (Aug 11 2026), TD Cowen Energy (Sep 24-25 2026), JPM Energy (Jun 23-24 2026) per news releases"
1754,Eurofins Scientific,https://www.eurofins.com/investors/corporate-timetable/,https://www.eurofins.com/investors/,found,"IR page lists Investor Days: Amersfoort Oct 23 2026 and Toronto Nov 11 2026"
58137,European Financial Stability Facility,https://www.esm.europa.eu/publications,https://www.esm.europa.eu/investors,no-calendar-page,"ESM investors hub links to Transactions and legal docs but no forward calendar; issuance schedule not published on site"
58350,European Stability Mechanism,https://www.esm.europa.eu/newsroom,https://www.esm.europa.eu/investors,no-calendar-page,"Same ESM site; navigation hub with no embedded calendar or forward-looking issuance schedule"
60098,Export-Import Bank of Korea,https://www.koreaexim.go.kr/site/main/index2,https://www.koreaexim.go.kr/site/main/index2,dead,"koreaexim.go.kr returned 502 Bad Gateway and socket hang up on multiple attempts; site currently unreachable"
58543,Fibra Uno,https://funo.mx/inversionistas,https://funo.mx/inversionistas,no-calendar-page,"Inversionistas page has no financial calendar or upcoming events section; IR contact provided but no scheduled dates"
969,Flora Food Group (UPFIELD),https://www.florafoodgroup.com/investor-relations-area/announcements?_gl=1*5z1t*_up*MQ..*_ga*MTI0ODAxNTY5Ny4xNzc2Njk1ODgw*_ga_MX71J7EJ14*czE3NzY2OTU4NzgkbzEkZzAkdDE3NzY2OTU4NzgkajYwJGwwJGgw*_ga_CEK69YZVBZ*czE3NzY2OTU4NzkkbzEkZzAkdDE3NzY2OTU4NzkkajYwJGwwJGgw,https://www.florafoodgroup.com/investor-relations-area/,no-calendar-page,"IR area redirects to Azure B2C OAuth login; content is auth-gated"
1299,Flos B&B Italia,https://www.flosbebitaliagroup.com/group/investors/,https://www.flosbebitaliagroup.com/group/investors/,no-calendar-page,"Investors hub lists reports, presentations, sustainability but /financial-calendar/ returns 410 Gone; no visible calendar section"
1519,Forgital,investor.forgital.it/eventslist,https://investor.forgital.it/eventslist,no-calendar-page,"Page is a login/registration interface (Fortigate-branded auth); no public events visible"
1546,Fosun International,https://ri.fosun.com/en/investor-relations/ir-calendar/,https://en.fosun.com/investor-relations/ir-calendar/,found-tentative,"Event Calendar heading present on IR page but content loads dynamically and was not captured; page structure exists"
57091,GCC (Grupo Cementos de Chihuahua),https://ri.gcc.com/es/financiera/invitacion,https://ri.gcc.com/es/financiera/invitacion,no-calendar-page,"IR/financial subpages return 404 on English routes; no calendar page located"
58926,GLP,https://www.glpjreit.com/en/ir/calendar.html,https://www.glpjreit.com/en/ir/calendar.html,found,"IR calendar shows Closing of the fiscal period August 2026 on Aug 31 2026 as latest scheduled event"
63407,Garanti BBVA,https://www.garantibbvainvestorrelations.com/tr/,https://www.garantibbvainvestorrelations.com/en/,found,"IR calendar lists GS CEEMEA Financials Symposium Sep 14 2026; JPM Emerging & Frontier Markets Sep 17 2026; 3Q26 Financial Results Release Oct 28 2026"
58833,General Shopping,https://ri.generalshopping.com.br/listresultados.aspx?idCanal=3e+m1FdNEdVcLHmdXh6lUg==&linguagem=pt,https://ri.generalshopping.com.br/ListaAgenda.aspx?idCanal=AYbrRn99mDFnxvLZxXfGew==,no-calendar-page,"Calendario de Eventos page exists but latest entry is Nov 29 2017; calendar has not been maintained since 2017"
1128,Gildan,https://www.gildan.com/latinamerica/es/events,https://gildancorp.com/en/investors/events-and-presentations/,found-tentative,"Corporate site (gildan.com/latinamerica) returned 403; investor events typically at gildancorp.com investor subdomain"
2084,Great Lakes Dredge and Dock,https://investor.gldd.com/events-and-presentations,https://investor.gldd.com/events-and-presentations,no-calendar-page,"Existing URL timed out repeatedly; standard gcs-web investor events page but content could not be verified as current"
1063,Greenko,https://www.greenkogroup.com/investors.php,https://www.greenkogroup.com/investors.php,no-calendar-page,"greenkogroup.com returned SSL certificate verification errors; unable to fetch; company is bond-issuer with limited IR structure"
56053,Grupo Arcor,https://www.arcor.com/en/latest-news/press-releases,https://www.arcor.com/en/financial-information,no-calendar-page,"Arcor navigation shows Financial Information link but no dedicated IR calendar; privately held, limited investor structure"
1904,Grupo Eroski,https://corporativo.eroski.es/inversores/informacion-financiera/,https://corporativo.eroski.es/inversores/,no-calendar-page,"Cooperative structure; investor section highlights bonds and AFSEs but no financial calendar section, only news through Aug 2026"
64728,Grupo Mexico,www.gmexico.com,https://www.gmexico.com,dead,"Multiple gmexico.com investor URL patterns returned 404; unable to locate working IR page"
59108,Guotai Junan Securities,https://www.gtjai.com/en/ir_financial_calendar,https://www.gtjai.com/en/ir_financial_calendar,found-tentative,"Calendar page exists at /en/ir_financial_calendar with Calendar heading but event details load dynamically and were not captured"
