id,name,current_url,proposed_url,verdict,evidence
1977,Rackspace,https://ir.rackspace.com/news-and-events/events-and-presentations,https://ir.rackspace.com/news-and-events/events-and-presentations/,found-tentative,"Events page loads dynamically; search confirms upcoming Q2 2026 earnings Aug 11, 2026 and Q1 2026 May 7, 2026"
1141,Rain Carbon,https://www.raincarbon.com/news/press-releases,https://www.raincarbon.com/corporate-governance/bondholder-relations,no-calendar-page,"PE-owned bondholder relations page has only contact info (IR email and phone); no financial calendar section"
61967,Rede D'Or Sao Luiz,https://www.rededorsaoluiz.com.br/,https://ri.rededorsaoluiz.com.br/servicos-aos-investidores/calendario-corporativo/,found-tentative,"Calendario Corporativo page exists with legend for Results/Webcast/Conferences but events list JS-loaded and not populated in fetch"
862,Renault,https://www.renaultgroup.com/finance/agenda-et-contacts,https://www.renaultgroup.com/en/finance/calendar-contacts/,found,"Strategic plan FutuREady March 10 2026; Conference H1 2026 Results July 30 2026"
1159,Repsol,https://www.repsol.com/en/shareholders-and-investors/financial-information/index.cshtml,https://www.repsol.com/en/shareholders-and-investors/calendar/index.cshtml,found-tentative,"Event calendar page with 'Updated as of June 2026'; filters for categories/dates present but event listings JS-loaded"
1984,Resideo,https://investor.resideo.com/events-and-presentations/default.aspx,https://investor.resideo.com/events-and-presentations/default.aspx,found-tentative,"Upcoming & Recent Events template exists; search confirms Sept 10 2026 Jefferies conference and Sept 23 2026 Wells Fargo conference"
62077,Riyad Bank,https://www.riyadbank.com/investor-relations/home,https://www.riyadbank.com/investor-relations/financial-calendar,found-tentative,"Financial calendar landing page hub exists with links to quarterly earnings/annual reports/dividends; specific dates not populated in server-rendered content"
62159,Rumo,https://ri.rumolog.com/sobre-a-rumo/perfil-corporativo/,https://ri.rumolog.com/en/investor-services/ir-events/,found-tentative,"IR Events page has next-events table structure (Date/Event/Details columns); Last update Sept 29 2025; 2Q26 results materials referenced but no populated future dates in fetch"
62187,Sabesp,https://www.sabesp.com.br/,https://ri.sabesp.com.br/en/investor-services/events-calendar/,found-tentative,"Events calendar page with Upcoming/Past events sections and filters (Results/Webcast/Assemblies) exists; specific future events not populated in fetch"
62218,Saint-Gobain,https://www.saint-gobain.com/en/finance/financial-results,https://www.saint-gobain.com/en/finance/events-and-financial-results/calendar,found,"Search confirms H1 2026 results July 30 2026; Q3 2026 results Oct 27 2026; AGM June 4 2026 at Salle Pleyel Paris"
62230,Samarco,https://www.samarco.com/?lang=en,https://ri.samarco.com/en/ir-services/calendar/,found-tentative,"IR calendar page exists with event categories (Results Disclosure/Webcast/Conferences); specific future dates not populated in fetch"
68054,Sammaan Capital,https://www.sammaancapital.com/financial-reports,https://www.sammaancapital.com/schedules-of-investors-analyst-meets,found,"Jan 31 2026 Q3 conference call; May 17 2026 FY-end conference call — both listed with downloadable intimation documents"
53221,Sammontana Italia,https://www.sammontanaitalia.com/en/investor-relations.html,https://www.sammontanaitalia.com/en/investor-relations.html,no-calendar-page,"Private company; possible IPO 2028-2029; no public financial calendar available"
62255,Santander,https://www.santander.com/en/shareholders-and-investors/financial-and-economic-information#relevant-information,https://www.santander.com/en/shareholders-and-investors/corporate-events/agenda,found,"Oct 13 2026 Start of Blackout 9M'26; Oct 27 2026 End of Blackout; Oct 28 2026 9M'26 Earnings Presentation"
1001,Sappi,https://www.sappi.com/en-jp/investors/next-event,https://www.sappi.com/investor-calendar,found,"Q3 FY26 results Aug 6 2026; FY26 year-end Sept 30 2026; Q4/full FY26 results Nov 6 2026; 2026 Annual Integrated Report Dec 2026"
62288,Saudi Electricity Company,https://www.se.com.sa/en/Investors/Column1/Announcements/Financial-Calendar,https://www.marketscreener.com/quote/stock/SAUDI-ELECTRICITY-COMPANY-6498101/calendar/,dead,"Primary IR page timed out/rebranded to Saudi Energy (SE); original financial-calendar URL not reachable; MarketScreener listed as third-party fallback"
62290,Saudi Real Estate Refinance Company,https://srco.com.sa/en/corporate/financial-results,https://srco.com.sa/en/corporate/financial-results,no-calendar-page,"PIF-owned private company; no publicly accessible financial calendar; no ticker"
874,Schaeffler,https://www.schaeffler.com/en/investor-relations/events-publications/financial-calendar/,https://www.schaeffler.com/en/investor-relations/events-publications/financial-calendar/,found,"H1 Results 2026 Aug 5 2026; 9M Results 2026 Nov 3 2026; AGM 2026 April 23 2026 — confirmed via search"
2234,ScottsMiracle-Gro,https://scottsmiraclegro.gcs-web.com/events-and-presentations/upcoming-events,https://scottsmiraclegro.gcs-web.com/events-and-presentations/upcoming-events,found-tentative,"2026 Investor Day at NYSE Aug 4 2026 confirmed via search; page fetch timed out but events section exists"
2235,Select Medical,https://www.selectmedical.com/investor-relations/,https://www.selectmedical.com/investor-relations/,found-tentative,"IR page returned 403 to fetch; search confirms Q3 2025 results Oct 30 2025 and Q4/FY 2025 results Feb 19 2026 pattern"
878,Selecta,https://www.selecta.com/int/en,https://www.selecta.com/int/en/selecta-group/investor-relations/financial-calendar,found-tentative,"Financial calendar page exists but detail restricted to secure Investor Portal (contact investor.info@selecta.com for access)"
62452,Shanghai Pudong Development Bank,https://eng.spdb.com.cn/investor_relations/annual_report/,https://eng.spdb.com.cn/investor_relations/,no-calendar-page,"IR page has historical annual/ESG reports (2023-2026) but no forward-looking calendar or events section"
62565,Singapore Airlines,https://www.singaporeair.com/en_UK/gb/about-us/information-for-investors/financial-calendar/,https://www.marketscreener.com/quote/stock/SINGAPORE-AIRLINES-LIMITE-6491138/calendar/,dead,"Both /gb/ and /sg/ financial-calendar paths return 404; primary IR page hard to locate; MarketScreener fallback listed"
885,Sisecam,https://www.sisecam.com/tr/yatirimci-takvimi,https://www.sisecam.com/en/investor-relations/investor-calendar,found,"Full 2026 calendar populated: 14 Aug H1 results; 17 Aug H1 webcast; 15-17 Sept JP Morgan EM conference London; Q1 results 7 May; FY25 results 16 Feb"
62598,Sk Battery America,https://www.skbatteryamerica.com/company/intro.html,https://www.skbatteryamerica.com/company/intro.html,no-calendar-page,"Private subsidiary of SK On; no public IR calendar; only bond issuances tracked on cbonds"
62621,Slovenska sporitelna,https://www.slsp.sk/en/personal,https://www.slsp.sk/en/information-about-bank/investors/financial-indicators,no-calendar-page,"Financial indicators page has downloadable files only; no calendar or forward events section; Erste Group subsidiary"
62656,Sobha Realty,https://sobharealty.com/media-center/investor-relations,https://sobharealty.com/media-center/investor-relations,no-calendar-page,"IR page lists 2025 Annual Report and 2025 Sustainability Report only; no forward-looking events calendar"
62666,Societe Generale,https://investors.societegenerale.com/fr,https://investors.societegenerale.com/en,found,"Sept 21 2026 Capital Markets Day London; Oct 5 2026 ex-dividend interim; Oct 7 2026 interim dividend payment; Oct 29 2026 Q3/9M 2026 results; Feb 4 2027 Q4/FY 2026 results"
