id,name,current_url,proposed_url,verdict,evidence
57511,Codelco,https://www.codelco.com/en/transparencia/calendario,https://www.codelco.com/financial-calendar,found,"Calendar shows 2025 Full Year Results (27th), 2026 Q1 Results (29th), 2026 H1 Results (28th), 2026 Q3 Results (27th), Ordinary Shareholders' Meeting, Board meetings"
64217,Comisión Federal de Electricidad (CFE),https://www.cfe.gob.mx/finanzas/eventos-relevantes-y-otros-indicadores/pages/eventos-relevantes.aspx,https://www.cfe.gob.mx/finanzas/eventos-relevantes-y-otros-indicadores/pages/eventos-relevantes.aspx,no-calendar-page,"State-owned utility; filings via BMV. Parent CFE has no dedicated IR calendar page. CFE Fibra E has separate IR site"
1699,Commerzbank AG,https://investor-relations.commerzbank.com/financial-calendar,https://investor-relations.commerzbank.com/financial-calendar,found-tentative,"Search confirms dedicated financial calendar page exists at current URL; SSL cert issue prevented direct fetch"
57596,Con Edison,https://investor.conedison.com/press-releases?field_nir_news_date_value[min]=,https://investor.conedison.com/event-calendar,found-tentative,"Dedicated event-calendar page exists; currently shows no events scheduled. Press releases confirm Mar 2026 investor meetings and Oct 7 webcast"
57615,Consorcio Transmantaro,https://peru.isaenergia.com/SitePages/App/Documentos.aspx?lang=en&mp=38&ms=40,https://peru.isaenergia.com/SitePages/App/Documentos.aspx?lang=en&mp=38&ms=40,no-calendar-page,"ISA subsidiary; only quarterly financial statements archive available (SSL cert issue). No forward calendar"
652,Constellium,https://www.constellium.com/investors/financial-results,https://www.constellium.com/investors,found,"Q2 2026 results conference call Wed July 29 2026 10:00 AM ET; Q1 Apr 29 2026; FY2025 Feb 18 2026 all confirmed"
57640,Controladora Mabe,https://mabe.cc/Inversionistas/Home,https://mabe.cc/investors,found-tentative,"IR site exists at mabe.cc/investors; timeout on fetch prevented verification of calendar section"
67820,Council of Europe Development Bank (CEB),https://coebank.org/en/investor-relations/,https://coebank.org/en/investor-relations/,found-tentative,"IR section with financial reporting, funding, ratings; Annual Meeting held annually in May but no dedicated forward calendar page"
57720,Credit Mutuel Arkea,https://www.cm-arkea.com/arkea/banque/assurances/pa_26256/en/periodic-information,https://www.cm-arkea.com/arkea/banque/assurances/c_8761/en/financial-information,no-calendar-page,"Not listed on stock exchange; indexes URDs, Pillar 3, half-yearly reports but no forward calendar of dates"
57721,Credit Mutuel Home Loan SFH,https://www.creditmutuel-homeloansfh.eu/en/press-release-information.html,https://www.creditmutuel-homeloansfh.eu/en/press-release-information.html,no-calendar-page,"Covered-bond SPV; page lists historical press releases and rating reports 2013-2026, no forward-looking calendar"
2706,Custom Truck,https://investors.customtruck.com/events-and-presentations/default.aspx,https://investors.customtruck.com/events-and-presentations/default.aspx,found,"Q1 2026 earnings call Apr 28 2026; Q2 2026 earnings call Aug 4 2026; Oppenheimer conf May 5 2026 all posted on events page"
68421,DAMAC,https://www.damacproperties.com/en/investor-relations/,https://www.damacproperties.com/en/investor-relations/,found-tentative,"IR portal blocks bots (403); search confirms IR section includes announcements, results, RNS, GDR price and financial calendar"
2960,DIRECTV,https://www.directv.com/,https://www.directv.com/,dead,"Private company (TPG-owned since 2021); directv.com is consumer site; no bondholder IR calendar page"
58020,DSV,https://investor.dsv.com/calendar,https://investor.dsv.com/calendar,found,"2026 calendar: Annual Report Feb 4 2026; AGM Mar 19; Q1 Apr 29; H1 Jul 22; Q3 Oct 21; Capital Markets Day May 12 2026"
2769,DeepOcean,https://www.deepoceangroup.com/investors,https://www.deepoceangroup.com/investors,no-calendar-page,"Triton PE-owned; historical annual reports only, no forward reporting calendar"
1591,Dell,https://investors.delltechnologies.com/news-events/upcoming-events,https://investors.delltechnologies.com/news-events/upcoming-events,found,"Goldman Sachs Communacopia Sep 9 2026 12:25 PM PDT; Citi Global TMT Conf Sep 10 2026 10:10 AM EDT"
57900,Deutsche Post,https://www.deutschepost.de/en/p/presse-distribution.html,https://group.dhl.com/en/investors.html,found-tentative,"DHL Group IR site has full financial calendar; Q2 2026 released Aug 5 2026, Q1 Apr 30 2026, AGM Jul 8 2026, CMD Jul 8 2026"
3119,Digicel,https://www.digicelgroup.com/en/investor-relations#reporting,https://www.digicelgroup.com/en/investor-relations,no-calendar-page,"IR financials distributed confidentially via Intralinks; no public calendar. Contact investor.relations@digicelgroup.com"
58095,EBRD,https://www.ebrd.com/home/corporate-and-investor-information.html,https://www.ebrd.com/home/corporate-and-investor-information.html,found-tentative,"Investor info page with funding, ratings, reports; Annual Meeting held each May (2025: London 13-15 May); no dedicated forward calendar"
1164,EDP,http://www.edp.pt/,https://edp.com/en/investors/investor-information/financial-calendar-and-roadshows,found,"Dedicated financial-calendar-and-roadshows page; 2025 calendar published Feb 27 annual results, Apr 10 shareholders' meeting, etc"
3017,EOLO,http://eolo.it/,https://investors.eolo.it/,found-tentative,"Partners Group PE-owned since 2020; dedicated investors.eolo.it site exists but content sparse on calendar"
667,Eir,https://www.eir.ie/investorrelations/dates/,https://www.eir.ie/investorrelations/dates/,found-tentative,"Dedicated dates page exists for IR calendar; content behind approved-investor gating in some sections"
58158,El Puerto de Liverpool,https://www.elpuertodeliverpool.mx/en/comunicados.html,https://elpuertodeliverpool.mx/en/,found-tentative,"IR site with quarterly results, press releases, IR calendar via BMV listing; Q2 2026 earnings call held"
58232,Electrica Guacolda,https://guacoldaenergia.cl/estados-financieros.html?utm_source=chatgpt.com,https://guacoldaenergia.cl/en/inversionistas/,found-tentative,"Capital Advisors PE-owned; IR site with consolidated financial statements 2020-2023; no formal forward calendar"
58166,Electronic Arts,https://ir.ea.com/press-releases/default.aspx,https://ir.ea.com/events-and-presentations/events/default.aspx,found,"Q1 FY2026 and Q2 2025 earnings calls posted; investor events calendar available at ir.ea.com"
58178,Eli Lilly,https://investor.lilly.com/webcasts-and-presentations,https://investor.lilly.com/events,found,"Q1 2026 Earnings Call and Q2 2026 Earnings Call scheduled; Lilly Oncology ASCO Investor Event; Investment Community Meeting"
58208,Emirates Islamic Bank,https://www.emiratesislamic.ae/en/financial-information,https://www.emiratesislamic.ae/en/financial-information,found-tentative,"IR site with annual reports, investor presentations, quarterly results; 49th General Assembly Feb 24 2025; no dedicated forward calendar"
58210,Emirates NBD,https://www.emiratesnbd.com/en/investor-relations?cache=clear,https://www.emiratesnbd.com/en/investor-relations/calendar,found-tentative,"Dedicated Investor Calendar page exists (link confirmed); shareholder info includes conferences, results, events; page content sparse on public dates"
